Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
Essendon,9/160 Napier St,1,unit,280000,property sold prior,Pagan,16/04/2016,8.0,3040,1,1,1.0,0,49.0,1960.0,Moonee Valley,Western Metropolitan,9264
Essendon,211 Napier St,4,house,1467000,property sold,Brad,16/04/2016,8.0,3040,3,2,1.0,683,145.0,1920.0,Moonee Valley,Western Metropolitan,9264
Essendon,20 Warner St,2,house,890000,property passed in,Nelson,16/04/2016,8.0,3040,2,1,1.0,649,108.0,1950.0,Moonee Valley,Western Metropolitan,9264
Essendon,11 McPhail St,2,house,870000,property passed in,Nelson,16/07/2016,8.0,3040,3,1,2.0,319,120.0,1920.0,Moonee Valley,Western Metropolitan,9264
Essendon,49 Albion St,3,house,1134000,property sold,Barry,17/09/2016,8.0,3040,3,1,1.0,551,114.0,1950.0,Moonee Valley,Western Metropolitan,9264
Essendon,3/23 Daisy St,1,unit,320500,property sold,Nelson,17/09/2016,8.0,3040,1,1,1.0,0,52.0,1970.0,Moonee Valley,Western Metropolitan,9264
Essendon,2 McHale Ct,2,house,1065000,vendor bid,Nelson,17/09/2016,8.0,3040,2,1,2.0,477,143.0,1960.0,Moonee Valley,Western Metropolitan,9264
Essendon,37 Woodland St,4,house,1610000,property sold,Hodges,17/09/2016,8.0,3040,4,2,2.0,601,250.0,2010.0,Moonee Valley,Western Metropolitan,9264
Essendon,24A Daisy St,2,house,930000,property sold,Barry,18/03/2017,8.0,3040,2,1,2.0,225,107.0,1990.0,Moonee Valley,Western Metropolitan,9264
Essendon,5/36 King St,2,unit,395000,property sold prior,Jellis,18/03/2017,8.0,3040,2,1,1.0,0,68.0,1975.0,Moonee Valley,Western Metropolitan,9264
Essendon,101 McCracken St,3,house,1470000,property sold,Nelson,18/03/2017,8.0,3040,3,1,1.0,687,120.0,2016.0,Moonee Valley,Western Metropolitan,9264
Essendon,1/247 Keilor Rd,3,townhouse,750000,vendor bid,Brad,18/06/2016,8.0,3040,3,1,1.0,253,145.0,1997.0,Moonee Valley,Western Metropolitan,9264
Essendon,3/7 Violet St,2,unit,390000,vendor bid,Nelson,18/06/2016,8.0,3040,2,1,1.0,0,66.0,1970.0,Moonee Valley,Western Metropolitan,9264
Essendon,1/16 Leake St,4,unit,1170000,property sold prior,Barry,19/11/2016,8.0,3040,4,2,2.0,0,180.0,2013.0,Moonee Valley,Western Metropolitan,9264
Essendon,55 Lincoln Rd,4,house,1600000,property sold prior,Brad,19/11/2016,8.0,3040,4,3,1.0,519,218.0,1930.0,Moonee Valley,Western Metropolitan,9264
Essendon,33 McCarron Pde,4,house,1535000,property sold prior,Nelson,19/11/2016,8.0,3040,4,1,2.0,638,227.0,1900.0,Moonee Valley,Western Metropolitan,9264
Essendon,4/20 William St,2,unit,435000,property sold,Nelson,19/11/2016,8.0,3040,2,1,1.0,0,66.0,1970.0,Moonee Valley,Western Metropolitan,9264
Essendon,22 Tweedside St,3,house,1460000,property sold,Paul,22/08/2016,8.0,3040,3,2,1.0,605,138.0,1920.0,Moonee Valley,Western Metropolitan,9264
Essendon,1/15 Gilbertson St,2,unit,736000,property sold,Nelson,23/04/2016,8.0,3040,2,1,1.0,0,106.0,1940.0,Moonee Valley,Western Metropolitan,9264
Essendon,5/12 Schofield St,2,unit,450000,property sold prior,Brad,24/09/2016,8.0,3040,2,1,1.0,0,65.0,1970.0,Moonee Valley,Western Metropolitan,9264
Essendon,1/35 William St,2,unit,740000,property sold,Nelson,24/09/2016,8.0,3040,2,1,1.0,250,104.0,1988.0,Moonee Valley,Western Metropolitan,9264
Essendon,1/19 Cameron Rd,2,unit,691000,property sold prior,Brad,25/02/2017,8.0,3040,2,1,1.0,201,80.0,1995.0,Moonee Valley,Western Metropolitan,9264
Essendon,18 Lorraine St,4,house,2355000,property sold,McDonald,25/02/2017,8.0,3040,4,2,3.0,715,273.0,1920.0,Moonee Valley,Western Metropolitan,9264
Essendon,31 Graves St,3,house,1625000,property sold,Nelson,26/07/2016,8.0,3040,3,2,1.0,858,165.0,1938.0,Moonee Valley,Western Metropolitan,9264
Essendon,7 Hilda St,3,house,1150000,property sold,Paul,26/07/2016,8.0,3040,3,1,0.0,300,145.0,1900.0,Moonee Valley,Western Metropolitan,9264
Essendon,8/30 Nicholson St,2,unit,360000,vendor bid,Nelson,27/06/2016,8.0,3040,2,1,1.0,0,68.0,1970.0,Moonee Valley,Western Metropolitan,9264
Essendon,2/67 Nimmo St,2,unit,645000,property sold prior,Nelson,27/06/2016,8.0,3040,2,1,1.0,170,88.0,1994.0,Moonee Valley,Western Metropolitan,9264
Essendon,8/15 Shaftesbury St,1,unit,250000,vendor bid,Brad,27/06/2016,8.0,3040,1,1,1.0,0,125.0,1970.0,Moonee Valley,Western Metropolitan,9264
Essendon,2/7 Graves St,3,unit,872000,property sold,Nelson,27/11/2016,8.0,3040,3,1,1.0,862,135.0,1970.0,Moonee Valley,Western Metropolitan,9264
Essendon,1/1 Thomson St,2,unit,630000,property sold,Nelson,27/11/2016,8.0,3040,2,1,1.0,0,83.0,1975.0,Moonee Valley,Western Metropolitan,9264
Essendon,5/8 Violet St,2,unit,440000,property sold,Brad,27/11/2016,8.0,3040,2,1,1.0,1011,77.0,1970.0,Moonee Valley,Western Metropolitan,9264
Essendon,18 Washington St,5,house,1811000,property sold,Nelson,27/11/2016,8.0,3040,5,3,2.0,657,284.0,1930.0,Moonee Valley,Western Metropolitan,9264
Essendon,31 Elder Pde,3,house,1500000,property passed in,Red,28/05/2016,8.0,3040,3,2,3.0,440,190.0,1930.0,Moonee Valley,Western Metropolitan,9264
Essendon,38 Alfred Rd,3,house,1290000,property sold,Nelson,28/08/2016,8.0,3040,3,1,1.0,618,132.0,1960.0,Moonee Valley,Western Metropolitan,9264
Essendon,118 Buckley St,3,house,1100000,property passed in,Raine,28/08/2016,8.0,3040,3,1,2.0,0,700.0,1915.0,Moonee Valley,Western Metropolitan,9264
Essendon,5 Loeman St,4,house,1270000,property passed in,Nelson,28/08/2016,8.0,3040,3,2,2.0,411,266.0,1996.0,Moonee Valley,Western Metropolitan,9264
Essendon,21 Miller St,3,house,1445000,property sold,Nelson,28/08/2016,8.0,3040,3,2,1.0,400,168.0,1910.0,Moonee Valley,Western Metropolitan,9264
Essendon,33 Ogilvie St,4,house,1113000,property sold,Brad,28/08/2016,8.0,3040,3,1,2.0,533,127.0,1950.0,Moonee Valley,Western Metropolitan,9264
Essendon,4/11 Spencer St,2,unit,370000,vendor bid,Barry,28/08/2016,8.0,3040,2,1,1.0,0,59.0,1960.0,Moonee Valley,Western Metropolitan,9264
Essendon North,2/17 Bulla Rd,2,unit,396000,property sold,Barry,3/9/2016,9.4,3041,2,1,1.0,0,56.0,1975.0,Moonee Valley,Western Metropolitan,1308
Essendon North,4/8 Keam St,2,unit,450000,property sold prior,Barry,14/05/2016,9.4,3041,2,1,1.0,88,59.0,1960.0,Moonee Valley,Western Metropolitan,1308
Essendon North,64 Kerferd St,5,house,1360000,property sold,Nelson,18/03/2017,9.4,3041,5,3,2.0,463,196.0,1930.0,Moonee Valley,Western Metropolitan,1308
Essendon North,1/48 Keilor Rd,2,unit,340000,property sold prior,Nelson,18/06/2016,9.4,3041,2,1,1.0,0,65.0,1960.0,Moonee Valley,Western Metropolitan,1308
Essendon North,2/31 Greville St,3,unit,765000,property sold,Nelson,19/11/2016,9.4,3041,3,2,1.0,0,134.0,2002.0,Moonee Valley,Western Metropolitan,1308
Essendon North,2/26 Renown St,3,unit,712000,property sold,Nelson,22/08/2016,9.4,3041,3,2,2.0,189,104.0,2009.0,Moonee Valley,Western Metropolitan,1308
Fairfield,150 Gillies St,3,house,1250000,vendor bid,Jellis,3/9/2016,5.8,3078,3,2,0.0,327,144.0,1910.0,Darebin,Northern Metropolitan,2970
Fairfield,7 Rathmines St,3,house,1350000,property passed in,McGrath,3/12/2016,5.8,3078,3,1,2.0,309,110.0,2000.0,Darebin,Northern Metropolitan,2970
Fairfield,229 Rathmines St,2,house,1220000,property sold,Jellis,7/5/2016,5.8,3078,2,1,2.0,537,92.0,1950.0,Darebin,Northern Metropolitan,2970
Fairfield,197 Station St,4,house,1160000,property passed in,Nelson,7/5/2016,5.8,3078,4,2,1.0,381,145.0,1890.0,Darebin,Northern Metropolitan,2970
Fairfield,2/115 Gillies St,2,unit,505000,property passed in,Nelson,7/11/2016,5.8,3078,2,1,1.0,0,70.0,1970.0,Darebin,Northern Metropolitan,2970
Fairfield,20/262 Heidelberg Rd,2,unit,602000,property sold,Jellis,7/11/2016,5.8,3078,2,1,1.0,0,77.0,2013.0,Yarra,Northern Metropolitan,2970
Fairfield,3/260 Rathmines St,3,townhouse,846000,property sold prior,Love,8/10/2016,5.8,3078,3,1,1.0,185,107.0,1990.0,Darebin,Northern Metropolitan,2970
Fairfield,7/223 Station St,2,unit,400000,vendor bid,Nelson,10/9/2016,5.8,3078,2,1,1.0,0,68.0,1970.0,Darebin,Northern Metropolitan,2970
Fairfield,7/59 Rathmines St,2,unit,445000,property sold,Nelson,10/12/2016,5.8,3078,2,1,1.0,0,56.0,1970.0,Darebin,Northern Metropolitan,2970
Fairfield,88 Perry St,4,house,1730000,property sold,Jellis,15/10/2016,5.8,3078,4,2,2.0,490,226.0,2007.0,Darebin,Northern Metropolitan,2970
Fairfield,1/72 Rathmines St,2,unit,510000,property sold,hockingstuart,18/03/2017,5.8,3078,2,1,1.0,1658,68.0,1970.0,Darebin,Northern Metropolitan,2970
Fairfield,52 Rayment St,3,house,1350000,vendor bid,Nelson,19/11/2016,5.8,3078,3,1,4.0,553,109.0,1930.0,Darebin,Northern Metropolitan,2970
Fairfield,254 Rathmines St,4,house,2000000,vendor bid,Nelson,22/05/2016,5.8,3078,4,3,2.0,575,280.0,2015.0,Darebin,Northern Metropolitan,2970
Fairfield,4/224 Arthur St,2,townhouse,805000,property sold,McGrath,24/09/2016,5.8,3078,2,1,1.0,140,2.0,2008.0,Darebin,Northern Metropolitan,2970
Fairfield,225 Gillies St,3,house,1055000,property sold,Collins,27/06/2016,5.8,3078,3,1,2.0,382,140.0,1950.0,Darebin,Northern Metropolitan,2970
Fairfield,15/262 Heidelberg Rd,2,unit,548000,property sold prior,Nelson,27/06/2016,5.8,3078,2,1,1.0,0,68.0,2014.0,Yarra,Northern Metropolitan,2970
Fairfield,189 Rathmines St,3,house,1500000,property sold,McGrath,27/11/2016,5.8,3078,3,1,1.0,0,126.0,1910.0,Darebin,Northern Metropolitan,2970
Fairfield,1/203 Station St,2,unit,600000,vendor bid,Jellis,27/11/2016,5.8,3078,2,1,2.0,0,75.0,1970.0,Darebin,Northern Metropolitan,2970
Fairfield,1/240 Arthur St,2,unit,545000,property sold prior,McGrath,28/08/2016,5.8,3078,2,1,1.0,0,77.0,2002.0,Darebin,Northern Metropolitan,2970
Fairfield,147 Gillies St,3,house,1375000,property sold,McGrath,28/08/2016,5.8,3078,3,1,1.0,496,122.0,1910.0,Darebin,Northern Metropolitan,2970
Fitzroy,3/18 Hanover St,3,house,1252000,property sold,Nelson,3/9/2016,1.6,3065,3,2,2.0,0,137.0,2004.0,Yarra,Northern Metropolitan,5825
Fitzroy,4/113 Cecil St,2,unit,810000,property sold,Jellis,6/8/2016,1.6,3065,2,1,2.0,0,71.0,1965.0,Yarra,Northern Metropolitan,5825
Fitzroy,199 Moor St,1,house,947500,property sold,Nelson,7/11/2016,1.6,3065,1,1,0.0,87,66.0,1980.0,Yarra,Northern Metropolitan,5825
Fitzroy,291 George St,2,house,1460000,property passed in,Nelson,12/11/2016,1.6,3065,2,1,0.0,0,105.0,1890.0,Yarra,Northern Metropolitan,5825
Fitzroy,7/56 Leicester St,2,townhouse,880000,property sold,Nelson,13/08/2016,1.6,3065,2,2,2.0,0,105.0,2000.0,Yarra,Northern Metropolitan,5825
Fitzroy,52 Nicholson St,4,house,3310000,property sold,Caine,13/08/2016,1.6,3065,4,4,2.0,337,291.0,1854.0,Yarra,Northern Metropolitan,5825
Fitzroy,431 George St,3,house,1250000,property passed in,Nelson,17/09/2016,1.6,3065,3,1,1.0,113,105.0,1890.0,Yarra,Northern Metropolitan,5825
Fitzroy,31 Bell St,4,house,1950000,property sold,Nelson,18/06/2016,1.6,3065,4,1,0.0,177,152.0,1890.0,Yarra,Northern Metropolitan,5825
Fitzroy,113/300 Young St,1,unit,465000,property sold prior,Jellis,19/11/2016,1.6,3065,1,1,1.0,0,52.0,2011.0,Yarra,Northern Metropolitan,5825
Fitzroy,60 Bell St,4,house,1620000,property sold,Nelson,22/05/2016,1.6,3065,3,2,1.0,132,165.0,1880.0,Yarra,Northern Metropolitan,5825
Fitzroy,10/5 St David St,3,unit,850000,vendor bid,Nelson,22/05/2016,1.6,3065,3,2,1.0,2782,115.0,2000.0,Yarra,Northern Metropolitan,5825
Fitzroy,84 Kerr St,2,house,1122000,property sold,Nelson,22/08/2016,1.6,3065,2,1,0.0,106,101.0,1890.0,Yarra,Northern Metropolitan,5825
Fitzroy,107 Cecil St,2,house,1300000,property sold,Nelson,24/09/2016,1.6,3065,2,1,1.0,157,110.0,1900.0,Yarra,Northern Metropolitan,5825
Fitzroy,8/98 George St,1,unit,420000,property sold,Caine,25/02/2017,1.6,3065,1,1,1.0,782,42.0,1975.0,Yarra,Northern Metropolitan,5825
Fitzroy,101/416 Gore St,2,unit,715000,property sold,Nelson,26/07/2016,1.6,3065,2,1,1.0,0,74.0,1900.0,Yarra,Northern Metropolitan,5825
Fitzroy,116 Leicester St,2,house,800000,vendor bid,Harrington,27/06/2016,1.6,3065,2,2,1.0,64,138.0,1995.0,Yarra,Northern Metropolitan,5825
Fitzroy,9/56 Leicester St,2,townhouse,710000,property sold,Jellis,27/06/2016,1.6,3065,2,1,1.0,0,90.0,2002.0,Yarra,Northern Metropolitan,5825
Fitzroy,6/226 Moor St,2,unit,630000,vendor bid,hockingstuart,27/06/2016,1.6,3065,2,1,1.0,0,70.0,2007.0,Yarra,Northern Metropolitan,5825
Fitzroy,17 Bell St,4,house,4011000,property sold,Nelson,27/11/2016,1.6,3065,4,3,2.0,286,275.0,1890.0,Yarra,Northern Metropolitan,5825
Fitzroy North,233/4 Bik La,2,unit,700000,property sold prior,Woodards,3/9/2016,3.5,3068,2,2,1.0,4332,85.0,2010.0,Yarra,Northern Metropolitan,6244
Fitzroy North,470 Brunswick St,2,house,860000,property sold,Woodards,3/9/2016,3.5,3068,2,1,0.0,104,70.0,1880.0,Yarra,Northern Metropolitan,6244
Fitzroy North,50 Freeman St,2,house,870000,property sold,Nelson,3/9/2016,3.5,3068,2,1,0.0,107,64.0,1910.0,Yarra,Northern Metropolitan,6244
Fitzroy North,2 Pilkington St,4,house,1450000,vendor bid,Nelson,3/9/2016,3.5,3068,4,2,1.0,266,175.0,1950.0,Yarra,Northern Metropolitan,6244
Fitzroy North,7/14 Rae St,1,unit,358500,property sold prior,Jellis,4/3/2017,3.5,3068,1,1,1.0,0,40.0,1975.0,Yarra,Northern Metropolitan,6244
Fitzroy North,51 Rae St,2,house,770000,sold after auction,Nicholson,4/6/2016,3.5,3068,2,2,1.0,134,151.0,1905.0,Yarra,Northern Metropolitan,6244
Fitzroy North,92 Scotchmer St,2,house,1008000,property sold,LITTLE,6/8/2016,3.5,3068,2,1,1.0,150,77.0,1890.0,Yarra,Northern Metropolitan,6244
Fitzroy North,5/35 Jamieson St,3,townhouse,1015000,property sold,Collins,8/10/2016,3.5,3068,3,2,1.0,112,145.0,2000.0,Yarra,Northern Metropolitan,6244
Fitzroy North,780 Brunswick St,3,house,1371000,property sold,Nelson,10/9/2016,3.5,3068,2,1,1.0,197,128.0,1900.0,Yarra,Northern Metropolitan,6244
Fitzroy North,201A Clauscen St,3,house,1286000,property sold,Holland,10/12/2016,3.5,3068,3,1,0.0,275,116.0,1915.0,Yarra,Northern Metropolitan,6244
Fitzroy North,26 Scotchmer St,3,townhouse,1600000,vendor bid,Jellis,10/12/2016,3.5,3068,3,3,1.0,188,129.0,2000.0,Yarra,Northern Metropolitan,6244
Fitzroy North,74 Barkly St,4,house,1950000,property sold,Nelson,14/05/2016,3.5,3068,4,2,2.0,233,216.0,1890.0,Yarra,Northern Metropolitan,6244
Fitzroy North,79 Delbridge St,4,house,3400000,property sold,Nelson,14/05/2016,3.5,3068,3,2,1.0,445,175.0,1890.0,Yarra,Northern Metropolitan,6244
Fitzroy North,70 Park St,4,house,1785000,property sold,Nelson,14/05/2016,3.5,3068,4,2,1.0,188,165.0,1900.0,Yarra,Northern Metropolitan,6244
Fitzroy North,2 Scotchmer St,2,house,1210000,property sold,Nelson,15/10/2016,3.5,3068,2,1,1.0,223,118.0,1885.0,Yarra,Northern Metropolitan,6244
Fitzroy North,111 Best St,3,house,1275000,property sold prior,Nelson,16/04/2016,3.5,3068,3,2,1.0,104,110.0,1890.0,Yarra,Northern Metropolitan,6244
Fitzroy North,35 Birkenhead St,2,house,1290000,property sold,Chambers,18/03/2017,3.5,3068,2,1,0.0,136,92.0,1890.0,Yarra,Northern Metropolitan,6244
Fitzroy North,8/3 Miller St,2,townhouse,750000,property sold,Woodards,18/03/2017,3.5,3068,2,2,2.0,0,95.0,2002.0,Yarra,Northern Metropolitan,6244
Fitzroy North,23/86 Queens Pde,2,unit,675000,property sold prior,Nelson,18/03/2017,3.5,3068,2,1,2.0,0,92.0,2010.0,Yarra,Northern Metropolitan,6244
Fitzroy North,44 Reid St,4,townhouse,1700000,vendor bid,Jellis,18/03/2017,3.5,3068,4,3,2.0,127,209.0,2008.0,Yarra,Northern Metropolitan,6244
Fitzroy North,3 Curtain Pl,3,townhouse,1080000,property sold,Jellis,19/11/2016,3.5,3068,3,2,1.0,77,133.0,2016.0,Yarra,Northern Metropolitan,6244
Fitzroy North,273 Glenlyon Rd,2,house,1222500,property sold,Chambers,19/11/2016,3.5,3068,2,1,2.0,487,105.0,1940.0,Moreland,Northern Metropolitan,6244
Fitzroy North,181 Rae St,2,house,937500,property sold,Jellis,23/04/2016,3.5,3068,2,1,0.0,100,72.0,1890.0,Yarra,Northern Metropolitan,6244
Fitzroy North,191 Scotchmer St,3,house,1300000,vendor bid,Nelson,26/07/2016,3.5,3068,3,1,1.0,203,110.0,1890.0,Yarra,Northern Metropolitan,6244
Fitzroy North,717 Brunswick St,3,house,1300000,property sold,Collins,27/11/2016,3.5,3068,3,2,0.0,127,135.0,1890.0,Yarra,Northern Metropolitan,6244
Fitzroy North,205 Scotchmer St,3,house,2150000,property sold,Nelson,27/11/2016,3.5,3068,3,2,0.0,202,307.0,1898.0,Yarra,Northern Metropolitan,6244
Fitzroy North,168 Scotchmer St,3,house,1581000,property sold,Jellis,28/05/2016,3.5,3068,3,1,0.0,193,132.0,1910.0,Yarra,Northern Metropolitan,6244
Fitzroy North,12/262 Barkly St,2,unit,602000,property sold,Nelson,28/08/2016,3.5,3068,2,1,1.0,0,48.0,1980.0,Yarra,Northern Metropolitan,6244
Fitzroy North,5/118 Miller St,2,house,650000,property passed in,Nelson,28/08/2016,3.5,3068,2,1,1.0,0,75.0,1980.0,Yarra,Northern Metropolitan,6244
Fitzroy North,55 Seacombe St,3,house,1450000,property sold,Nelson,28/08/2016,3.5,3068,3,2,1.0,118,103.0,1905.0,Yarra,Northern Metropolitan,6244
Flemington,3/39 Dover St,2,unit,365000,property passed in,Rendina,3/12/2016,4.4,3031,2,1,1.0,0,60.0,1970.0,Moonee Valley,Northern Metropolitan,3593
Flemington,8/39 Dover St,2,unit,425000,property sold prior,Hodges,4/3/2017,4.4,3031,2,1,1.0,0,63.0,1970.0,Moonee Valley,Northern Metropolitan,3593
Flemington,1/15 Dartford St,2,unit,391000,property sold,Nelson,8/10/2016,4.4,3031,2,1,1.0,0,59.0,1970.0,Moonee Valley,Northern Metropolitan,3593
Flemington,11 Finsbury St,3,house,1130000,property sold,Nelson,8/10/2016,4.4,3031,3,1,0.0,294,140.0,1900.0,Moonee Valley,Northern Metropolitan,3593
Flemington,43 Finsbury St,3,house,1110000,property passed in,Nelson,8/10/2016,4.4,3031,3,1,1.0,272,131.0,1885.0,Moonee Valley,Northern Metropolitan,3593
Flemington,107 Shields St,2,house,918000,property sold,Nelson,10/9/2016,4.4,3031,2,1,0.0,136,78.0,1900.0,Moonee Valley,Northern Metropolitan,3593
Flemington,59 Victoria St,2,house,730000,property sold prior,Nelson,10/9/2016,4.4,3031,2,1,1.0,140,98.0,1890.0,Moonee Valley,Northern Metropolitan,3593
Flemington,21 Wisewould St,2,house,855000,property sold prior,Nelson,10/12/2016,4.4,3031,2,1,0.0,225,85.0,1930.0,Moonee Valley,Northern Metropolitan,3593
Flemington,61 Canterbury St,3,house,1012000,property sold,Australian,13/08/2016,4.4,3031,3,1,1.0,212,102.0,1930.0,Moonee Valley,Northern Metropolitan,3593
Flemington,3/39 Dover St,2,unit,395000,property passed in,Rendina,15/10/2016,4.4,3031,2,1,1.0,0,60.0,1970.0,Moonee Valley,Northern Metropolitan,3593
Flemington,12/132 Princes St,2,unit,556000,property sold,Woodards,16/07/2016,4.4,3031,2,2,1.0,0,79.0,2009.0,Moonee Valley,Northern Metropolitan,3593
Flemington,5/60 Farnham St,1,unit,345000,property sold prior,Nelson,18/06/2016,4.4,3031,1,1,1.0,0,46.0,1970.0,Moonee Valley,Northern Metropolitan,3593
Flemington,29 Finsbury St,3,house,1100000,vendor bid,Nelson,18/06/2016,4.4,3031,3,2,0.0,179,150.0,1900.0,Moonee Valley,Northern Metropolitan,3593
Flemington,8/300 Racecourse Rd,1,unit,395000,property sold prior,Nelson,25/02/2017,4.4,3031,1,1,1.0,818,50.0,1880.0,Moonee Valley,Northern Metropolitan,3593
Flemington,4 Farnham St,3,house,1115000,property sold,Nelson,27/11/2016,4.4,3031,3,1,1.0,244,84.0,1940.0,Moonee Valley,Northern Metropolitan,3593
Flemington,5/121 Wellington St,2,unit,420500,property sold,Jellis,28/05/2016,4.4,3031,2,1,1.0,0,52.0,1970.0,Moonee Valley,Northern Metropolitan,3593
Footscray,4 Adelaide St,4,house,1225000,property sold prior,Nelson,3/12/2016,6.4,3011,4,2,1.0,319,130.0,1915.0,Maribyrnong,Western Metropolitan,7570
Footscray,9 Lynch St,3,house,1003000,property sold,Naison,3/12/2016,6.4,3011,3,1,1.0,292,98.0,1900.0,Maribyrnong,Western Metropolitan,7570
Footscray,25 Southampton St,3,house,840000,property sold,Sweeney,3/12/2016,6.4,3011,3,1,0.0,164,93.0,1900.0,Maribyrnong,Western Metropolitan,7570
Footscray,37 Stirling St,3,house,1362000,property sold,Village,3/12/2016,6.4,3011,3,2,0.0,497,156.0,1890.0,Maribyrnong,Western Metropolitan,7570
Footscray,58 Wolverhampton St,4,house,977000,property sold,Village,3/12/2016,6.4,3011,4,2,1.0,154,161.0,2007.0,Maribyrnong,Western Metropolitan,7570
Footscray,2/3 Eldridge St,1,unit,216000,property sold,Sweeney,4/2/2016,6.4,3011,1,1,1.0,0,50.0,1970.0,Maribyrnong,Western Metropolitan,7570
Footscray,8 Buckingham St,3,house,876000,property sold,Jas,4/3/2017,6.4,3011,3,2,2.0,204,106.0,1990.0,Maribyrnong,Western Metropolitan,7570
Footscray,1/3 Eldridge St,1,unit,227000,property sold,Sweeney,4/3/2017,6.4,3011,1,1,1.0,0,52.0,1970.0,Maribyrnong,Western Metropolitan,7570
Footscray,1/15 Geelong Rd,4,townhouse,841000,property sold,Jellis,4/3/2017,6.4,3011,4,2,2.0,250,160.0,2000.0,Maribyrnong,Western Metropolitan,7570
Footscray,9/55 Moreland St,2,unit,605000,property sold prior,Jas,4/3/2017,6.4,3011,2,1,3.0,2794,87.0,2000.0,Maribyrnong,Western Metropolitan,7570
Footscray,1/30 Pickett St,2,unit,305000,property passed in,Burnham,4/3/2017,6.4,3011,2,1,1.0,47,35.0,2013.0,Maribyrnong,Western Metropolitan,7570
Footscray,5/28 Eleanor St,2,townhouse,480000,property passed in,Jas,6/8/2016,6.4,3011,2,1,1.0,556,75.0,2010.0,Maribyrnong,Western Metropolitan,7570
Footscray,8 McCubbin St,3,house,910000,property sold,Village,6/8/2016,6.4,3011,3,1,1.0,361,118.0,1940.0,Maribyrnong,Western Metropolitan,7570
Footscray,6/114 Commercial Rd,1,unit,291000,property passed in,Sweeney,7/5/2016,6.4,3011,1,1,1.0,665,46.0,1970.0,Maribyrnong,Western Metropolitan,7570
Footscray,8 Jerrold St,2,house,752000,property sold prior,Jas,7/5/2016,6.4,3011,2,1,0.0,215,98.0,1910.0,Maribyrnong,Western Metropolitan,7570
Footscray,32 Commercial Rd,3,house,1155000,property sold,Burnham,7/11/2016,6.4,3011,3,1,3.0,585,120.0,1950.0,Maribyrnong,Western Metropolitan,7570
Footscray,1/13 Essex St,3,house,853000,property sold,Village,8/10/2016,6.4,3011,3,1,1.0,0,141.0,2010.0,Maribyrnong,Western Metropolitan,7570
Footscray,6/11 Nicholson St,3,unit,480000,property sold,Nelson,8/10/2016,6.4,3011,3,1,1.0,0,90.0,1985.0,Maribyrnong,Western Metropolitan,7570
Footscray,3 Park St,4,house,775000,property sold,Sweeney,8/10/2016,6.4,3011,2,1,2.0,277,87.0,1890.0,Maribyrnong,Western Metropolitan,7570
Footscray,8/19 Empire St,2,unit,281000,property sold,Sweeney,10/12/2016,6.4,3011,2,1,1.0,0,65.0,1980.0,Maribyrnong,Western Metropolitan,7570
Footscray,1 Stanlake St,4,house,1300000,property sold,hockingstuart,10/12/2016,6.4,3011,4,2,3.0,0,190.0,1950.0,Maribyrnong,Western Metropolitan,7570
